TID	Name	RA (longitude)	Dec (latitude)
2809	IRAS 23343+5701                    	354.1766017381351	+57.2958486300208
2810	SV* WR 45                          	351.2500	+58.5667
2811	V* V845 Cas                        	351.5626882729088	+57.3987165064959
2812	NSV 14616                          	353.4541000287774	+56.7215123209032
2813	NSV 14633                          	353.9632150509160	+57.5051544874930
2814	V* QZ Cas                          	359.9205839310540	+56.4038169797379
2815	V* EN Cas                          	357.5941121206129	+56.2884058618735
2816	V* WY Cas                          	359.5054480431630	+56.4870746313376
2817	* tau Cas                          	356.7643947793268	+58.6519869631021
2818	HD 240432                          	358.1782909505594	+58.6136686027971
2819	V* RY Cas                          	358.0293002616178	+58.7417242304764
2820	V* V653 Cas                        	359.3386139153488	+58.4177279084941
2821	HD 223173                          	356.7579911751216	+57.4513577211092
2822	HD 223387                          	357.2276396065220	+57.2095835884643
2823	* rho Cas                          	358.5959749796959	+57.4993797029928
2824	V* V444 Cas                        	358.52154	+56.93644
2825	V* QW Cas                          	359.4341714831649	+56.9461097683003
2826	V* EP Cas                          	358.2454540691970	+57.4473446066192
2827	V* EI Cas                          	356.4418149756409	+58.1118278745374
2828	V* EG Cas                          	356.4218232145015	+57.2183848862663
2829	V* V651 Cas                        	357.1395617323834	+57.7490770906997
2830	Case 691                           	358.0785625888274	+58.0929031791642
2831	Case 693                           	359.8741149304805	+57.6728265852025
2832	V* V852 Cas                        	356.5416550073782	+58.6712066047135
2833	IRAS 23457+5636                    	357.0617877886947	+56.8824756620533
2834	IRAS 23459+5833                    	357.0986836925537	+58.8408553936142
2835	IRAS 23472+5656                    	357.4323362340755	+57.2201213662570
2836	IRAS 23490+5720                    	357.8849133932400	+57.6276516894673
2837	NIKC 1-18                          	358.1612276956916	+56.7433417509055
2838	IRAS 23510+5800                    	358.3917379719644	+58.2847486560028
2839	IRAS 23537+5744                    	359.0751359307144	+58.0221110847609
2840	MSB 75                             	359.7732122964796	+56.9709279785381
2841	V* V521 Cas                        	359.2758679301423	+56.7615769757329
2842	V* V732 Cas                        	359.2913387916979	+56.7049587612397
2843	V* V736 Cas                        	359.38925	+56.74214
2844	V* V877 Cas                        	359.4143809016687	+56.6832886271375
2845	V* V738 Cas                        	359.4885446252479	+56.7633780530820
2846	V* V730 Cas                        	359.1944806719995	+56.7233621598231
2847	V* V734 Cas                        	359.3570100263655	+56.7258265691225
2848	V* V731 Cas                        	359.25117	+56.75231
2849	V* V735 Cas                        	359.3788799124997	+56.6636326742131
2850	Cl* NGC 7789 JKR 11                	359.2757519694433	+56.6755899764347
2851	Cl* NGC 7789 JKR 12                	359.2118180498504	+56.6405371679879
2852	Cl* NGC 7789 JKR 13                	359.3969575957708	+56.7642613047942
2853	Cl* NGC 7789 JKR 15                	359.4044050344849	+56.7270245320497
2854	V* V373 Cas                        	358.8909949077852	+57.4121682552974
2855	Case 692                           	359.6687656358703	+58.3528717346453
2856	V* V737 Cas                        	359.4558729728529	+56.7832406753489
2857	V* V733 Cas                        	359.3518778359108	+56.7535527544934
2858	V* Z Cas                           	356.1316766567493	+56.5813808516844
2859	LEE 363                            	355.8477885289839	+58.2070534567738
2860	SV* WR 47                          	359.2500	+56.7000
2861	V* V533 Cas                        	359.9760845306344	+56.9796233676420
2862	V* V542 Cas                        	359.2457071864386	+56.7681517572072
2863	V* V1241 Cas                       	359.8458838996581	+56.5974551201828
2864	NSV 14695                          	356.3489313376857	+57.8993743441479
2865	V* V1238 Cas                       	359.6932800226397	+56.7672892715389
2866	V* V1205 Cas                       	359.07621	+56.57081
2867	V* V1221 Cas                       	359.35504	+56.57692
2868	V* V1216 Cas                       	359.2944072648616	+56.5574583682313
2869	V* V1229 Cas                       	359.55025	+56.63506
2870	V* V875 Cas                        	359.1612632371696	+56.7329353561234
2871	V* V1223 Cas                       	359.3945660212705	+56.5555664927811
2872	V* V1204 Cas                       	359.0640189534562	+56.5929136977678
2873	V* V1243 Cas                       	359.9204709390327	+56.7187606307164
2874	V* V1228 Cas                       	359.5443569175347	+56.4924887762934
2875	V* V1207 Cas                       	359.1494156565781	+56.7416142996151
2876	V* V1244 Cas                       	359.9616923706512	+56.7487582680190
2877	V* V876 Cas                        	359.2085063497895	+56.8250506766825
2878	V* V874 Cas                        	359.1339687741412	+56.7381687869393
2879	V* V1224 Cas                       	359.4107993678464	+56.5993897639258
2880	Cl* NGC 7789 JKR 46                	359.3749360986822	+56.8295408931009
2881	Cl* NGC 7789 JKR 47                	359.85492	+56.48636
2882	Cl* NGC 7789 JKR 48                	359.5751176094927	+56.5329223920133
2883	Cl* NGC 7789 JKR 49                	359.6047113691634	+56.4987469069184
2884	Cl* NGC 7789 JKR 50                	359.0344414851012	+56.6927360325361
2885	NSV 14690                          	356.0917	+57.2850
2886	NSV 14692                          	356.1006191713042	+57.3332413074143
2887	NSV 14790                          	359.7417	+59.0117
2888	V* V1206 Cas                       	359.1111807446422	+58.0268618830381
2889	2MASS J23563323+5625597            	359.1384525889970	+56.4333445793886
2890	Cl* NGC 7789 ZDX V26               	358.52150	+56.93650
2891	Cl* NGC 7789 ZDX V27               	358.48925	+56.66311
2892	Cl* NGC 7789 ZDX V28               	359.72712	+56.79489
2893	Cl* NGC 7789 ZDX V29               	359.17658	+56.37092
2894	Cl* NGC 7789 ZDX V30               	359.6829709615948	+56.8506402204500
2895	Cl* NGC 7789 ZDX V31               	359.66087	+56.98603
2896	Cl* NGC 7789 ZDX V32               	359.60417	+57.18461
2897	Cl* NGC 7789 ZDX V33               	358.65433	+57.17694
2898	Cl* NGC 7789 ZDX V34               	358.86287	+56.47153
2899	Cl* NGC 7789 ZDX V35               	359.89350	+56.75469
2900	Cl* NGC 7789 ZDX V38               	358.55325	+56.49692
2901	Cl* NGC 7789 ZDX V39               	358.69142	+56.72900
2902	NGC 7789 468                       	359.2835428255004	+56.7226669035589
2903	V* GU Cas                          	004.1041939788037	+56.3463177416249
2904	V* FG Cas                          	001.3716042203383	+56.3839697716123
2905	V* FM Cas                          	003.6176722331929	+56.2529370350520
2906	EM* LkHA 198                       	002.8577127441505	+58.8246325968278
2907	V* V376 Cas                        	002.8606710656346	+58.8343750471677
2908	V* SY Cas                          	003.7908869333501	+58.4242888655065
2909	V* MR Cas                          	002.9250551260769	+58.0732489524923
2910	V* MQ Cas                          	002.4065027988865	+58.2196605040695
2911	V* FN Cas                          	003.9606412643760	+57.5442513204746
2912	V* FL Cas                          	003.0646951998328	+57.3166587710410
2913	V* EY Cas                          	000.8449265957224	+57.7480709973835
2914	V* V337 Cas                        	003.3432205330979	+58.2093227363000
2915	IRAS 00048+5655                    	001.8636223548497	+57.1990214984673
2916	IRAS 00063+5647                    	002.2316321936220	+57.0625866747187
2917	IRAS 00081+5712                    	002.7021255838895	+57.4906768014327
2918	HD 698                             	002.9047755817110	+58.2118286370928
2919	NSV 15064                          	004.2270889984404	+58.3164929866927
2920	V* EW Cas                          	000.2792756105540	+58.5515935816843
2921	IRAS 23597+5645                    	000.5834335319046	+57.0371907267885
2922	NSV 26202                          	000.5427343299358	+58.0972586511417
2923	NSV 85                             	003.2500	+57.3167
2924	TYC 3660-1935-1                    	002.4202375465707	+56.3719275300441
2925	SV* P 9                            	004.0413168662847	+58.1502960020449
2926	V* V1024 Cas                       	000.1642330815211	+56.7581595819478
2927	V* V1023 Cas                       	000.0276891032596	+56.6532958040761
2928	NSV 37                             	001.7708	+58.8283
2929	NSV 39                             	001.79775	+57.33292
2930	HD 123                             	001.56589217	+58.43672798
2931	NSV 14796                          	000.1458	+57.9450
2932	V* V411 Cas                        	007.5468907249083	+56.1299262587914
2933	V* V749 Cas                        	008.4536925467426	+58.2153428839514
2934	V* FS Cas                          	006.1645429574813	+57.3073969035397
2935	V* UW Cas                          	009.0055146474773	+57.9119348717610
2936	V* NU Cas                          	008.1026129337303	+57.0310053139634
2937	V* NS Cas                          	007.7379904270623	+57.3072000194241
2938	V* NN Cas                          	005.5838128748271	+57.5008645364628
2939	Case 522                           	008.9061373114810	+58.0067361767154
2940	IRAS 00214+5740                    	006.0504538364793	+57.9521946085162
2941	IRAS 00289+5737                    	007.9294383262059	+57.9030686269301
2942	IRAS 00302+5702                    	008.2581010883382	+57.3100771859825
2943	IRAS 00321+5826                    	008.7387733508819	+58.7070302737974
2944	NSV 15071                          	004.9972375576968	+56.5940473379639
2945	ASAS J003329+5750.6                	008.3650	+57.8458
2946	V* V536 Cas                        	006.4239141418263	+56.7143319574951
2947	V* DK Cas                          	004.5329	+57.4353
