PID,title,project_type,description,aperture_upper_limit,aperture_lower_limit,FoV_upper_limit,FoV_lower_limit,pixel_scale_upper_limit,pixel_scale_lower_limit,mount_type,camera_type_colored_mono,camera_type_cooled_uncooled,Johnson_B,Johnson_V,Johnson_R,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
972,Observe Asteriods 55,transient,Observe Asteriods 55 53 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,n,y,y,y,n
973,Observe Exoplanets 300,transient,Observe Exoplanets 300 73 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,n,n,y,y,y,y,n
974,Observe Galaxy 135,transient,Observe Galaxy 135 76 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,n,y,y,n,y,n
975,Observe Asteriods 56,target_of_opportunity,Observe Asteriods 56 76 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,n,y,n,y,y,y,n
976,Observe Comet 44,regular,Observe Comet 44 51 times,30,0,600,1,3,0.1,fork,colored,cooled,n,y,y,y,y,y,y,y
977,Observe Supernova 185,regular,Observe Supernova 185 7 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,n,y,y,y,y
978,Observe Galaxy 136,regular,Observe Galaxy 136 30 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,n,n,y,n,y,y
979,Observe Supernova 186,target_of_opportunity,Observe Supernova 186 22 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,n,n,y,y,y,y
980,Observe GRB 102,regular,Observe GRB 102 29 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,y,y,y,y,n
981,Observe Star 158,regular,Observe Star 158 50 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,n,y,y
982,Observe Galaxy 137,transient,Observe Galaxy 137 87 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,n,y,n,y,y,n
983,Observe Star 159,regular,Observe Star 159 80 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
984,Observe Star 160,target_of_opportunity,Observe Star 160 43 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,n,n,y,y,y,y
985,Observe Star 161,transient,Observe Star 161 58 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,y,y,y
986,Observe Galaxy 138,regular,Observe Galaxy 138 92 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,n,y
987,Observe Comet 45,regular,Observe Comet 45 3 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,n,y,y
988,Observe Exoplanets 301,regular,Observe Exoplanets 301 79 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,y,y,y,y
989,Observe Comet 46,transient,Observe Comet 46 81 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,n
990,Observe Star 162,regular,Observe Star 162 54 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,n
991,Observe Exoplanets 302,regular,Observe Exoplanets 302 4 times,30,0,600,1,3,0.1,german,mono,uncooled,n,n,n,y,y,y,n,n
992,Observe Exoplanets 303,transient,Observe Exoplanets 303 95 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,n,y,n,n,n
993,Observe Exoplanets 304,target_of_opportunity,Observe Exoplanets 304 42 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,y,n,n,y
994,Observe Galaxy 139,regular,Observe Galaxy 139 56 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,n,n
995,Observe Exoplanets 305,transient,Observe Exoplanets 305 99 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,y,y,y,n,y
996,Observe GRB 103,transient,Observe GRB 103 35 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
997,Observe Galaxy 140,regular,Observe Galaxy 140 82 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,n,y,n,y,y,y,y
998,Observe Exoplanets 306,regular,Observe Exoplanets 306 63 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,n,y,y,n,y,y
999,Observe Galaxy 141,regular,Observe Galaxy 141 17 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,n,y,y,y
